_id,NOMVAIXELL,NUMLLOYDS,TIPUSVAIXELLLLOYDS,CALLSIGN,MMSI,PAISISO,PORTREGISTREISO,TIPVAIXELL,MAXCALAT,MAXESLORA,MAXMANIGA,NUMRAMPES
1138,BLUE SAPPHIRE,7822457,Passenger/Cruise,V4XZ4,341776000,KN,"",16,"8,42","199,63","28,5",
1139,BLUE SHADOW,1005136,Yacht,ZGIY5,319169300,KY,"",23,"4,3","66,75","11,8",
1140,BLUE SIX,9413341,General Cargo Ship,V2CL8,305040000,AG,AGSJO,13,"5,64","89,88","15,2",
1141,BLUE SKY I,9335903,Products Tanker,D5HM5,636016728,LR,LRMLW,11,"11,6",183,"27,4",
1142,BLUE STAR,6826743,General Cargo Ship,9GSP,,ZZ,"",19,"4,01","58,98","8,97",
1143,BLUE TRADER,9290830,Products Tanker,V7A5362,538009935,MH,MHMAJ,11,"11,22","182,55","27,34",
1144,BLUE TUNE,9491927,General Cargo Ship,V2EU9,305566000,AG,AGSJO,13,"6,13","89,95","15,4",
1145,BLUEBILL,9263306,Bulk Carrier,V2OR3,538010365,MH,MHMAJ,12,"11,29","199,85","23,7",
1146,BLUEFISH,9506552,General Cargo Ship,3EAR5,374367000,PA,PAPTY,13,"5,8","89,94","15,4",
1147,BMI EAGLE,9200093,Container Ship (Fully Cellular),TCPB,271000578,TR,TRIST,17,"6,96","113,8","16,2",
1148,BMI EMPEROR,9310331,General Cargo Ship,TCCZ5,271000781,TR,TRIST,13,"6,65","113,5","16,4",
1149,BMI EXPRESS,9207261,Container Ship (Fully Cellular),TCDR,271000609,TR,TRIST,17,"7,01","113,8","16,2",
1150,BMO RIVER,8511914,General Cargo Ship,T8A3870,511100682,PW,"",13,"3,28","79,05","11,32",
1151,BOADICEA,1006128,Yacht,ZGFD2,319086200,KY,"",23,"4,2","70,5",14,
1152,BOARDWALK,9569401,Yacht,ZGOI3,,KY,"",23,"2,36","49,94","9,36",
1153,BOARDWALK,9855317,Yacht,ZGOD2,319205400,KY,"",23,"3,8","76,5","11,9",
1154,BOCEANICA,9267132,Products Tanker,T8A3615,,ZZ,"",11,"13,85",228,"32,24",
1155,BOCHEM BAYARD,9749611,Chemical/Products Tanker,VRQZ5,477103500,HK,HKHKG,11,"9,86","158,93","26,6",
1156,BOCHEM BRUSSELS,9737577,Chemical/Products Tanker,D5VR6,636019691,LR,LRMLW,11,"9,78",145,"24,2",
1157,BOCHEM BUCEPHALAS,9760550,Chemical/Products Tanker,VRQY6,477142400,HK,HKHKG,11,"10,37",160,25,
1158,BOCHEM CHENNAI,9565766,Chemical/Products Tanker,3FCK7,373193000,PA,PAPTY,11,"9,71",141,"24,2",
1159,BOCHEM GHENT,9565649,Chemical/Products Tanker,VRIA8,477351300,HK,HKHKG,11,"11,37","170,17","26,6",
1160,BOCHEM LONDON,9743849,Chemical/Products Tanker,VRQF6,477636500,HK,HKHKG,11,"9,78",145,"24,2",
1161,BOCHEM MARENGO,9749025,Chemical/Products Tanker,VRQY7,477142500,HK,HKHKG,11,"9,86","158,93","26,6",
1162,BOCHEM MUMBAI,9565637,Chemical/Products Tanker,VRHJ8,477932400,HK,HKHKG,11,"11,34","170,17","26,6",
1163,BOCHEM WALVIS BAY,9725859,Chemical/Products Tanker,VRPN2,477348100,HK,HKHKG,11,"9,74",145,"24,2",
1164,BOCS AFRICA,9277333,General Cargo Ship,CQAN4,255806222,PT,PTFNC,13,"7,05","119,98","15,2",
1165,BOHA WITTENBERGEN,9014676,General Cargo Ship,YJWN7,577433000,VU,VUVLI,13,"5,5","87,7","12,8",
1166,BOHEME,9176565,Vehicles Carrier,9V8514,563262000,SG,SGSIN,20,11,"227,9","32,26",2
1167,BOKA ALPINE,9344784,Anchor Handling Vessel,9HA4891,248968000,MT,MTMLA,22,"6,8",75,18,
1168,BOLETTE,9188037,Passenger/Cruise,C6ES3,311000986,BS,BSNAS,16,"8,12","237,83","32,25",
1169,BOLTEN SYMI,9427380,Open Hatch Cargo Ship,V7A2678,538008709,MH,MHMAJ,12,"9,38","157,2","26,8",
1170,BOLUDA FOS,9043809,Tug,EAIJ,224217240,ES,ESVLC,22,"4,23","28,85","8,7",
1171,BOMAR CALAIS,9301445,Container Ship (Fully Cellular),5LGT9,636022015,LR,LRMLW,17,"11,5","210,1","30,2",
1172,BOMAR CERES,9367231,Chemical/Products Tanker,9HDE9,256815000,MT,MTMLA,11,"6,36","107,6",16,
1173,BOMAR JUNO,9291573,Chemical/Products Tanker,9HCA8,215825000,MT,MTMLA,11,"6,23","102,9","15,6",
1174,BOMAR JUPITER,9438169,Chemical/Products Tanker,V7MJ2,538006367,MH,MHMAJ,11,"8,9","128,8","20,4",
1175,BOMAR MARS,9377030,Chemical/Products Tanker,9HCM9,256784000,MT,MTMLA,11,"6,58","107,34","15,8",
1176,BOMAR MERCURY,9428889,Chemical/Products Tanker,9HA2880,256541000,MT,MTMLA,11,"6,75","119,6","16,9",
1177,BOMAR PRAIA,9419773,Container Ship (Fully Cellular),A8TT4,636017993,LR,LRMLW,17,12,"230,98","32,2",
1178,BOMAR RENAISSANCE,9358436,Container Ship (Fully Cellular),A8JU3,636017608,LR,LRMLW,17,12,"222,54","32,2",
1179,BOMAR VENUS,9374014,Chemical/Products Tanker,9HA2648,215135000,MT,MTMLA,11,"6,58","107,34","15,8",
1180,BOMAR VESTA,9489560,Chemical/Products Tanker,9HA3676,229866000,MT,MTMLA,11,"6,33","121,62",16,
1181,BOMAR VICTORY,9242649,"",D5PX7,636018492,LR,LRMLW,17,"10,87","178,57","27,6",
1182,BONACIEUX,9505297,General Cargo Ship,ZDJR2,236553000,GI,GIGIB,13,"5,3","85,98","12,4",
1183,BONAVIA,9064334,"",ELVL8,636090262,LR,LRMLW,17,"11,5","188,07",30,
1184,BOND,9311725,Products Tanker,5LIO9,636022397,LR,LRMLW,11,"12,52","183,28","32,2",
1185,BONITA,9231286,Bulk Carrier,H9HW,636091840,LR,LRMLW,12,"14,14","224,94","32,26",
1186,BONITO LNG,9845788,LNG Tanker,9HA5162,215532000,MT,MTMLA,14,"12,52",299,"46,4",
1187,BONN EXPRESS,8711368,"",ZCEG4,310634000,BM,BMBDA,17,"12,5","235,65","32,2",
1188,BORA,9276004,Chemical/Products Tanker,5OXZ7,657249100,NG,NGLOS,11,"12,22","183,21","32,2",
1189,BORA BORA,9621596,Chemical/Products Tanker,9HA4247,249443000,MT,MTMLA,12,"13,29",183,"32,2",
1190,BOREAL DOS,9362803,Tug,EAUD,225986802,ES,ESCAD,22,"3,5","32,1",9,
1191,BOREALIS,9122552,Passenger/Cruise,C6ES4,311000987,BS,BSNAS,16,8,"237,95","32,25",
1192,BORINGIA SWAN,9566693,Chemical/Products Tanker,OWNY2,,DK,DKMID,11,"7,1","109,92","17,42",
1193,BORIS VILKITSKIY,9000247,Chemical/Products Tanker,UBPI6,273352860,RU,RUMMK,11,"7,51","116,8","20,2",
1194,BORIS VILKITSKY,9768368,LNG Tanker,5BST4,212654000,CY,CYLMS,14,13,299,50,
1195,BOS BOUTROS,9128116,Bulk Carrier,J8B5936,376985000,VC,VCKTN,12,"9,92",167,"26,2",
1196,BOSPHORUS QUEEN,8517384,"",3EIP9,372362000,PA,PAPTY,12,"9,3",174,"27,54",
1197,BOSPHORUS QUEEN,9155901,General Cargo Ship,HOQB,373541000,PA,PAPTY,13,"6,31","111,75","14,5",
1198,BOSPOROS,9315903,Chemical/Products Tanker,V7A2889,538008904,MH,MHMAJ,11,"11,7","182,55","27,3",
1199,BOSPORUS HIGHWAY,9519107,Vehicles Carrier,3EXG9,372981000,PA,PAPTY,20,"10,02","199,97","32,26",2
1200,BOSTON TRADER,9282168,Container Ship (Fully Cellular),D5UW3,636019515,LR,LRMLW,17,"8,31","146,47","22,7",
1201,BOSUN,9228540,"",V2OH6,304532000,AG,AGSJO,17,"11,5","207,92","32,3",
1202,BOTHNIA,9229087,General Cargo Ship,PHAC,246896000,NL,"",13,"7,03","118,55","15,2",
1203,BOTHNIA,9485356,Chemical/Products Tanker,CQAN6,255806224,PT,PTFNC,11,"7,9","118,07","18,5",
1204,BOTSWANA,9162497,"",3FBR8,636014639,LR,LRMLW,17,"14,04","299,9",40,
1205,BOUCHARD,9572202,Patrol Vessel,DON5,701834000,AR,"",18,"3,21",87,"12,7",
1206,BOUDICCA,7218395,"",C6VA3,309964000,BS,BSNAS,16,"7,55","206,96","25,2",
1207,BOURBON,9283722,Chemical/Products Tanker,VTSL,419001796,IN,"",11,"12,22","183,2","32,2",
1208,BOURDA,9252448,Chemical/Products Tanker,5LCR6,636021183,LR,LRMLW,11,"12,18","182,5","32,2",
1209,BOUZAS,9249996,Ro-Ro Cargo Ship,EAPC,224029000,ES,ESSCT,21,6,"141,88",21,1
1210,BOW AGATHE,9393010,Chemical/Products Tanker,LAMS8,257731000,NO,NOBGO,11,"11,32",170,"26,6",
1211,BOW CAROLINE,9367554,Chemical/Products Tanker,LAMT8,257761000,NO,NOBGO,11,"11,32",170,"26,6",
1212,BOW CECIL,9143219,Chemical/Products Tanker,LAGU5,259928000,NO,NOBGO,11,"10,72","183,1","32,2",
1213,BOW CHAIN,9214317,Chemical/Products Tanker,LASW5,257901000,NO,NOBGO,11,"10,72","183,1","32,2",
1214,BOW ELM,9388302,Chemical/Products Tanker,LAPQ8,257880000,NO,NOBGO,11,"12,07","182,88","32,2",
1215,BOW EMMA,9442562,Chemical/Products Tanker,LANQ8,257810000,NO,NOBGO,11,"9,87","159,03","27,1",
1216,BOW EXCELLENCE,9828223,Chemical/Products Tanker,LAYP4,257112270,NO,NOBGO,11,"11,02","182,82","32,2",
1217,BOW EXPLORER,9828211,Chemical/Products Tanker,LAXN4,257595000,NO,NOBGO,11,"11,02","182,88","32,2",
1218,BOW FAGUS,9047764,Chemical/Products Tanker,V7A5040,538009685,MH,MHMAJ,11,"10,72","183,1","32,2",
1219,BOW FAITH,9114232,Chemical/Products Tanker,V7A5041,538009686,MH,MHMAJ,11,"10,72","183,1","32,2",
1220,BOW FLOWER,9047491,"",V7A5042,538009687,MH,MHMAJ,11,"10,72","183,1","32,2",
1221,BOW FORTUNE,9168635,Chemical/Products Tanker,V7A5150,538009778,MH,"",11,"10,72","183,1","32,2",
1222,BOW GEMINI,9752034,Chemical/Products Tanker,LACQ6,257373000,NO,NOBGO,11,"11,1","182,8",32,
1223,BOW HARMONY,9379909,Chemical/Products Tanker,LAUC7,257441000,NO,NOBGO,11,"11,32",170,"26,6",
1224,BOW HECTOR,9363493,Chemical/Products Tanker,LAKE8,257570000,NO,NOBGO,11,"11,02","174,38","27,7",
1225,BOW HERCULES,9752046,Chemical/Products Tanker,LAXU5,257370000,NO,NOBGO,11,"11,1","182,73","32,01",
1226,BOW LEOPARD,8709286,"",9VMU2,563166000,SG,SGSIN,11,"11,27","170,7","32,24",
1227,BOW LIND,9388314,Chemical/Products Tanker,LAPV8,257890000,NO,NOBGO,11,"12,07","182,88","32,2",
1228,BOW LION,8615837,"",9VMU4,563588000,SG,SGSIN,11,"11,27","170,72","32,23",
1229,BOW OPTIMA,9818541,Chemical/Products Tanker,LAGA8,257525000,NO,NOBGO,11,"13,22","182,88","32,2",
1230,BOW ORION,9818515,Chemical/Products Tanker,LAFX8,257453000,NO,NOBGO,11,"13,22","182,84","32,2",
1231,BOW PERSISTENT,9866782,Chemical/Products Tanker,LAKQ8,257107350,NO,NOBGO,11,"11,32","182,9","28,3",
1232,BOW PIONEER,9595632,Chemical/Products Tanker,9V9886,566855000,SG,SGSIN,11,"14,02","227,9",37,
1233,BOW PRECISION,9790646,Chemical/Products Tanker,9V2120,563064900,SG,SGSIN,11,"11,57","179,53","27,4",
1234,BOW SANTOS,9303651,Chemical/Products Tanker,LAHJ7,259887000,NO,NOBGO,11,"9,43","147,83","24,2",
1235,BOW SIRIUS,9215294,Chemical/Products Tanker,LACQ7,258910000,NO,NOBGO,11,"13,3","182,88","32,2",
1236,BOW SPRING,9215256,Chemical/Products Tanker,LADW6,257514000,NO,NOBGO,11,"13,28","182,88","32,2",
1237,BOW SUN,9197284,Chemical/Products Tanker,LAWK5,257892000,NO,NOBGO,11,"13,28","182,88","32,18",
1238,BOW TRIBUTE,9669885,Chemical/Products Tanker,LARU7,258802000,NO,NOBGO,11,"13,22","182,66","32,2",
1239,BOW TRIDENT,9669897,Chemical/Products Tanker,LARV7,258795000,NO,NOBGO,11,"13,22","182,66","32,2",
1240,BOW TRIUMPH,9669902,Chemical/Products Tanker,LARW7,258804000,NO,NOBGO,11,"13,22","182,66","32,2",
1241,BOW TUNGSTEN,9777400,Chemical/Products Tanker,LADI8,257290000,NO,NOBGO,11,"10,52","165,17","26,7",
1242,BOX EMMA,9275646,"",V7WY6,538004424,MH,MHMAJ,17,"13,5","294,09","32,23",
1243,BOXY LADY,9108386,"",9HYU9,249715000,MT,MTMLA,17,"10,2","158,75","24,04",
1244,BOYNE,9369928,Chemical/Products Tanker,9HA3865,256247000,MT,MTMLA,11,"6,29","105,5","16,8",
1245,BOZAT,9030462,General Cargo Ship,3E2574,352001177,PA,PAPTY,13,"4,35","74,94","11,4",
1246,BR VICTORY,9145956,Bulk Carrier,3FDK6,356370000,PA,PAPTY,12,"11,82","189,99","30,5",
1247,BRAEMAR,9000699,Passenger/Cruise,C6SY7,311541000,BS,BSNAS,16,"5,55","195,82","22,5",
1248,BRAHMS,9517446,Chemical/Products Tanker,5BFJ5,209577000,CY,CYLMS,11,"5,8","98,71","14,1",
1249,BRASIL,,"",6512,,BR,"",18,"5,8","131,25","13,5",
1250,BRASILIA HIGHWAY,9519119,Vehicles Carrier,3FON6,356073000,PA,PAPTY,21,"10,02","199,97","32,26",2
1251,BRAUNSCHWEIG,,"",FTG3,,DE,"",18,"4,8","88,8","13,2",
1252,BRAVADO,1008047,Yacht,9HA2554,248871000,MT,MTMLA,23,"2,8","44,5","8,7",
1253,BRAVE,9242730,Chemical/Products Tanker,8PBN9,314658000,BB,BBBGI,11,"6,8",114,"16,9",
1254,BRAVE ROYAL,9188611,Bulk Carrier,S2AB6,405000193,BD,"",12,"11,62","189,9","32,2",
1255,BRAVE WORTH,9074420,"",3ETZ8,373767000,PA,PAPTY,11,"10,02",175,"27,7",
1256,BRAVELOVE ONE,1008188,Yacht,ZCNV9,319249000,KY,"",23,"2,72","43,6","8,96",
1257,BRAVERY ACE,9207120,Vehicles Carrier,3FYP9,357961000,PA,PAPTY,21,"9,57","189,45","32,2",3
1258,BRAVO,9305403,Chemical/Products Tanker,D5MQ9,636017775,LR,LRMLW,11,"8,22","118,37",19,
1259,BREADBOX HYRAX,8415158,General Cargo Ship,9LU2935,667002132,SL,SLFNA,13,"5,07","99,4","14,01",
1260,BREADBOX VIPER,9201932,General Cargo Ship,PCIC,246199000,NL,NLRTM,13,"4,34","88,95","12,4",
1261,BREB COUNTESS,9421166,General Cargo Ship,CQIR2,255806043,PT,PTFNC,13,"7,01","108,16","18,2",
1262,BREB COURAGEOUS,9421178,General Cargo Ship,CQIQ9,255806042,PT,PTFNC,13,"7,01","108,21","18,2",
1263,BREB COURTESY,9421130,General Cargo Ship,CQIR3,255806044,PT,PTFNC,13,"7,01","108,2","18,2",
1264,BREB MUKRAN,9155432,General Cargo Ship,CQIE6,255805938,PT,PTFNC,13,"6,39","100,62","16,2",
1265,BREB TRADER,9369526,General Cargo Ship,CQPE,255802570,PT,PTFNC,13,"5,42","88,6","12,5",
1266,BREB XIAN,9155418,General Cargo Ship,P3EH8,209452000,CY,CYLMS,17,"6,39","100,56","16,2",
1267,BREEZE,9278507,Chemical/Products Tanker,T2JT5,572242220,TV,TVFUN,11,"12,22",183,"32,2",
1268,BREEZE,9455650,Bulk Carrier,A8RW2,636018996,LR,LRMLW,12,"12,8","189,99","32,26",
1269,BREEZE,9809356,Crude/Oil Products Tanker,3EER8,372119000,PA,PAPTY,14,"17,17","277,17",48,
1270,BREMEN,9450387,Container Ship (Fully Cellular),D5WM8,636020326,LR,LRMLW,17,"14,61","334,07","42,8",
1271,BREMEN,9617301,General Cargo Ship,5BLX3,210041000,CY,CYLMS,13,"5,65","89,88","12,8",
1272,BREMEN EXPRESS,9343728,Container Ship (Fully Cellular),5LJY8,636093156,LR,LRMLW,17,"14,61","335,06","42,8",
1273,BRENDA,9711925,Bulk Carrier,H9YZ,373871000,PA,PAPTY,12,"14,48",229,"32,26",
1274,BRENS,9352341,General Cargo Ship,CQAZ3,255806317,PT,PTFNC,13,"7,05","118,55","15,2",
1275,BRETAGNE,4545060,Frigate,FABT,227999700,FR,FRBES,18,"7,25","142,2","19,8",
1276,BREUGHEL,9602849,Trailing Suction Hopper Dredger,PCKS,244020374,NL,NLVLI,22,"8,15","122,19",28,
1277,BREYDEL,9382384,Trailing Suction Hopper Dredger,OROS,205520000,BE,BEZEE,22,"8,15","121,5",28,
1278,BRIGHT HERO,9478779,Bulk Carrier,V7A2039,538008170,MH,MHMAJ,12,"12,57","189,99","32,26",
1279,BRIGHT HONOR,9131096,LPG Tanker,3FGL4,356927000,PA,PAPTY,14,"7,61","113,6","16,5",
1280,BRIGHT KOWA,9604811,Bulk Carrier,V7XY6,538004601,MH,MHMAJ,12,"12,33","182,98","32,26",
1281,BRIGHT PEGASUS,9599080,Bulk Carrier,3FJQ4,352971000,PA,PAPTY,12,"14,43","228,99","32,26",
1282,BRIGHT STAR,9481960,Bulk Carrier,D5QA2,636018508,LR,LRMLW,12,"9,9",180,30,
1283,BRIGITTE F,8504234,General Cargo Ship,3E2784,352001875,PA,"",13,"4,29","87,99","12,8",
1284,BRILLIANCE OF THE SEAS,9195200,Passenger/Cruise,C6SJ5,311361000,BS,BSNAS,16,"8,5","293,95","32,2",
1285,BRILLIANT ACE,9598012,Vehicles Carrier,HPAK,355911000,PA,PAPTY,21,"9,82","199,95","32,2",2
1286,BRIOLETTE,9524982,Crude Oil Tanker,V7A2744,538008775,MH,MHMAJ,14,"14,81","228,6",42,
1287,BRISTOL TRADER,9737101,Chemical/Products Tanker,DUIJ,548942000,PH,PHMNL,11,"11,55","179,53","27,4",
1288,BRITANNIA,9614036,Passenger/Cruise,2HHG5,235106595,GB,GBSOU,16,"8,55",330,"38,4",
1289,BRITISH CONTRIBUTOR,9766554,LNG Tanker,MAOR7,232006298,IM,IMDGS,14,"12,52","294,9","46,4",
1290,BRITISH MENTOR,9766578,LNG Tanker,MAOR5,232006296,IM,IMDGS,14,"12,52","294,9","46,4",
1291,BRITISH SPONSOR,9766580,LNG Tanker,MAOR4,232006295,IM,IMDGS,14,"12,52","294,9","46,4",
1292,BRITTA MAERSK,9341433,Chemical/Products Tanker,OVXS2,220480000,DK,DKDRA,11,"9,52","175,29","29,21",
1293,BRO AGNES,9348302,Chemical/Products Tanker,9V3608,564057000,SG,SGSIN,11,9,"144,05",23,
1294,BRO ANNA,9344435,Chemical/Products Tanker,9V3609,564066000,SG,SGSIN,11,9,"144,05",23,
1295,BRO NISSUM,9340623,Chemical/Products Tanker,OXHS2,220504000,DK,DKLVG,11,"8,89","144,18",23,
1296,BRO NUUK,9323819,Chemical/Products Tanker,OXHP2,220502000,DK,DKCPH,11,"8,4","144,18",23,
1297,BROADWAY,9456070,Chemical/Products Tanker,V7TQ4,538003859,MH,MHMAJ,11,"11,32","184,33","27,39",
1298,BROOK TROUT,9314181,Crude/Oil Products Tanker,V7CW6,538006217,MH,MHMAJ,11,"14,22",228,"32,24",
1299,BROOKLANDS,9748289,Vehicles Carrier,D5MP8,636017767,LR,LRMLW,21,"9,73","199,96",38,2
1300,BROTHER GLORY,9170298,Bulk Carrier,D5SA4,636018916,LR,LRMLW,12,"13,3",225,"32,26",
1301,BROTHERS WAY,8411621,General Cargo Ship,V4PS4,341380000,KN,KNBAS,13,"5,96","105,01","15,89",
1302,BRUCE,9741140,General Cargo Ship,D5LJ6,636093060,LR,LRMLW,13,"8,1",147,"22,8",
1303,BRUFJELL,9346665,General Cargo Ship,LASR8,257094000,NO,NOFFD,13,"6,22","89,95","14,4",
1304,BRUINVIS,,"",PAIT,,NL,"",18,"7,8","67,7","8,5",
1305,BRUISER,9052721,"",9LU2305,667001502,SL,SLFNA,12,"10,44","180,82","24,85",
1306,BRUNO,9273650,Chemical/Products Tanker,D5QV5,636018672,LR,LRMLW,11,"12,22",183,"32,2",
1307,BRUSSELS,9200691,Container Ship (Fully Cellular),CQIM8,255806004,PT,PTFNC,17,14,"278,8","40,3",
1308,BSG BARBADOS,9333046,Container Ship (Fully Cellular),A8LW9,636091308,LR,LRMLW,17,12,"222,51","32,2",
1309,BSG BONAIRE,9303766,Container Ship (Fully Cellular),5LBS9,636093027,LR,LRMLW,17,12,"222,5","32,2",
1310,BSL ELSA,9433901,Chemical/Products Tanker,D5NR3,636017986,LR,LRMLW,11,"13,32","183,31","32,2",
1311,BSN VOYAGER,9021095,General Cargo Ship,YJXB7,577509000,VU,VUVLI,13,"6,51","88,24","13,6",
1312,BTG DENALI,9687851,Bulk Carrier,C6BT4,311000358,BS,BSNAS,12,"14,48",229,"32,26",
1313,BTS CAMILLA,9307437,Chemical/Products Tanker,9V3430,563140000,SG,SGSIN,11,"8,22","118,37",19,
1314,BUENA VISTA,9319674,Crude/Oil Products Tanker,V4UI4,341600000,KN,KNBAS,11,"15,45","244,6",42,
1315,BUFFALO,9583160,Bulk Carrier,5LEJ9,636021532,LR,LRMLW,12,"14,43","228,99","32,26",
1316,BUGOE,9376775,General Cargo Ship,CQEI3,255806390,PT,PTFNC,13,"5,25","106,78","15,2",
1317,BUKHTA GERTNERA,9183829,Chemical/Products Tanker,UBWU3,273218180,RU,RUNJK,11,"8,8","162,16",27,
1318,BULK COLOMBIA,9426245,Bulk Carrier,D5JR7,636017184,LR,LRMLW,12,"12,83","189,99","32,26",
1319,BULK FLOWER,9540168,Bulk Carrier,TCZB7,271042389,TR,TRIST,12,10,"158,48",25,
1320,BULK VALOR,9520675,Bulk Carrier,3E2384,352986151,PA,PAPTY,12,"12,83","189,99","32,26",
1321,BULKER BEE 10,9507087,General Cargo Ship,PCKH,246789000,NL,NLAMS,13,"8,15","134,71","20,5",
1322,BULKER BEE 11,9507075,General Cargo Ship,PBZI,245935000,NL,NLAMS,13,"8,16","134,71","20,5",
1323,BULL KANGEAN,9267027,Chemical/Products Tanker,YBZJ2,525107008,ID,IDJKT,11,"12,32","173,96",29,
1324,BULWARK,9160607,Landing Ship (Dock Type),GDIV,,GB,"",18,"7,2","176,75",29,
1325,BUNDU,9273014,Bulk Carrier,3E4070,352001341,PA,PAPTY,12,"8,46","134,9",23,
1326,BUNGA LAVENDER,9542130,Chemical/Products Tanker,3FFE6,352480000,PA,PAPTY,11,"9,46","146,19","24,19",
1327,BUNGA LILY,9542178,Chemical/Products Tanker,3EVF3,355093000,PA,PAPTY,11,"9,46","146,19","24,2",
1328,BUNKER BAY,9377092,Bunkering Tanker (Oil),EBUB,224448000,ES,ESSCT,93,"5,6",90,"15,2",
1329,BUNUN RESPECT,9890680,Bulk Carrier,3FVK5,353826000,PA,PAPTY,12,"9,97","182,94","31,6",
1330,BUNUN WISDOM,9628568,Bulk Carrier,3FWR5,356822000,PA,PAPTY,12,"10,54","179,97","29,8",
1331,BURAK,9195913,General Cargo Ship,IBUJ,357483000,PA,PAPTY,13,"6,18","105,1","13,17",
1332,BURAK BAYRAKTAR,9260536,Container Ship (Fully Cellular),TCCJ8,271000691,TR,TRIST,17,"8,2","136,02","20,8",
1333,BURAK DEVAL,9349978,Bulk Carrier,TCA4342,271044617,TR,TRIST,12,"6,7","119,95","16,8",
1334,BURAKREIS,,"",HQO1,,TR,"",18,"5,8",62,"6,25",
1335,BURANDO EXPLORER,9148958,Chemical/Products Tanker,3E4144,352002207,PA,PAPTY,11,"6,53","96,19","16,2",
1336,BURGUNDY,9372872,Container Ship (Fully Cellular),ICHC,247425500,IT,ITGOA,17,12,"228,62","32,22",
1337,BURHAN DIZMAN,9381809,General Cargo Ship,8PGO5,314707000,BB,BBBGI,13,"6,86","126,8",19,
1338,BURKUT,1010545,Yacht,ZCYJ6,319004500,KY,"",23,3,"52,96","9,8",
1339,BUVIK,9006356,General Cargo Ship,LAOV8,258009780,NO,NOHAU,13,"5,47","87,86","12,8",
1340,BUXCLIFF,9221815,Container Ship (Fully Cellular),CQEC,255805678,PT,PTFNC,17,"14,5","299,99",40,
1341,BUXCOAST,9221827,Container Ship (Fully Cellular),CQEB,255805677,PT,PTFNC,17,"14,5","299,99",40,
1342,BW BOSTON,9230062,LNG Tanker,LAVI5,258617000,NO,NOSVG,14,"12,12",277,"43,4",
1343,BW BRUSSELS,9368314,LNG Tanker,9V6429,563089400,SG,SGSIN,14,"12,5",295,"43,4",
1344,BW CHEETAH,9635834,Chemical/Products Tanker,9V2345,563877000,SG,SGSIN,11,"13,3",183,"32,2",
1345,BW COUGAR,9675494,Chemical/Products Tanker,9V2341,563624000,SG,SGSIN,11,"13,26","183,13","32,2",
1346,BW EAGLE,9708071,Chemical/Products Tanker,9V3248,566555000,SG,SGSIN,11,"13,28",183,"32,2",
1347,BW EVERETT,9243148,LNG Tanker,9V2862,564988000,SG,SGSIN,11,"12,12",277,"43,4",
1348,BW HAWK,9607198,Chemical/Products Tanker,9V2920,566554000,SG,SGSIN,11,"13,28",183,"32,2",
1349,BW LEOPARD,9635822,Chemical/Products Tanker,9V2344,563868000,SG,SGSIN,11,"13,3",183,"32,2",
1350,BW LILAC,9758076,LNG Tanker,9HA4715,248587000,MT,MTMLA,14,"12,52","294,9","46,4",
1351,BW LYNX,9635808,Chemical/Products Tanker,9V2340,563619000,SG,SGSIN,11,"13,3",183,"32,2",
1352,BW OSPREY,9682241,Chemical/Products Tanker,9V2923,564229000,SG,SGSIN,11,"13,28","183,07","32,2",
1353,BW PANTHER,9694464,Chemical/Products Tanker,9V2552,564966000,SG,SGSIN,11,"13,3","183,1","32,2",
1354,BW PARIS,9368302,Gas Processing Vessel,9V5895,563065900,SG,SGSIN,14,"12,52",295,"43,4",
1355,BW PAVILION ARANDA,9792606,LNG Tanker,9V6330,563082400,SG,SGSIN,14,"12,5","294,98","46,4",
1356,BW PAVILION VANDA,9640437,LNG Tanker,9V2725,565513000,SG,SGSIN,14,"12,5","288,9","45,6",
1357,BW TATIANA,9236626,Gas Processing Vessel,3ECT7,351133000,PA,PAPTY,11,"11,38",290,46,
1358,BW VAR,9748227,LPG Tanker,V7RX5,538006841,MH,MHMAJ,14,12,"225,22","36,6",
1359,BYB RAVELIN,8518558,General Cargo Ship,TCA6324,271048676,TR,TRIST,13,"4,26","82,09","12,62",
1360,BYRON,9290828,Products Tanker,LADL6,538003816,MH,MHMAJ,11,"11,22","182,55","27,34",
1361,BYSTANDER,1008736,Yacht,ZCPO7,319103000,KY,"",23,"2,81","42,18","9,15",
1362,BYZANTION,9315898,Chemical/Products Tanker,V7A2890,538008905,MH,MHMAJ,11,"11,7","182,55","27,34",
1363,C BALLAD,9046265,"",9HA2664,215169000,MT,MTMLA,12,"9,52","167,2","26,03",
1364,C HAMBURG,9450375,Container Ship (Fully Cellular),D5WM7,636020327,LR,LRMLW,17,"14,61","334,11","42,8",
1365,C-08,,"",NMY5,,ES,"",22,"0,29","11,47","10,32",
1366,C. CAPELLA,9039092,General Cargo Ship,V2FZ,304010711,AG,AGSJO,13,"5,5","87,76","12,8",
1367,C. ENDEAVOUR,9171060,General Cargo Ship,V2OD3,304352000,AG,AGSJO,13,"5,5","87,97","12,8",
1368,C. EPSILON,9130212,General Cargo Ship,8PAQ6,314470000,BB,BBBGI,13,"5,68","89,73","13,17",
1369,C. RIGEL,9199139,General Cargo Ship,8PDO7,314683000,BB,BBBGI,13,"5,51","87,97","12,8",
